intern_role,company_name,hiring_type,location,job_offer(LPA),stipend_per_month,duration(months),early_applicant,posted_date
Business Development (Sales),Induct Finance (Quasar Pulse Technology Private Limited),yes,Gurgaon,0.0,12000,3.0,No,2025-06-30
Sales & Marketing,CleanCravings,yes,Bangalore,0.0,5500,6.0,No,2025-06-13
Content Creation (On Camera),Me And My Care,yes,"Chandigarh,Mohali,Panchkula",3.0,10000,6.0,No,2025-07-03
Graphic Design,NextBigE,yes,Noida,3.0,17000,2.0,No,2025-07-04
Sales,BNM Business Solutions LLP,yes,Vadodara,1.0,15000,2.0,No,2025-06-20
Marketing,Doveriye,yes,Hyderabad,0.0,12000,3.0,No,2025-07-03
Accounts (Finance),Tring,yes,"Thane,NaviMumbai,Mumbai,Panvel",0.0,8500,6.0,No,2025-07-04
Quality Analyst,Medius Technologies Private Limited,yes,"Thane,NaviMumbai,Mumbai",0.0,10000,6.0,No,2025-07-02
Administration,Cynergi,yes,Mumbai,0.0,5000,3.0,No,2025-06-30
Production Manager,AK Art N Print,yes,Jaipur,0.0,12000,6.0,No,2025-07-03
Video Editing/Making,Beyond Basics,yes,Chandigarh,0.0,10000,3.0,No,2025-06-28
Graphic Design,Eccentric Engine,yes,Mumbai,0.0,10000,3.0,No,2025-06-27
Sales and Marketing,Landmark Realty,yes,Mumbai,0.0,9000,6.0,No,2025-06-27
Telecalling,TURANT LOGISTICS,yes,Patna,0.0,15000,3.0,No,2025-06-20
Business Development (Sales),Chain Bihari Ashray Foundation,yes,"Ahmedabad,Mathura",0.0,8000,3.0,No,2025-06-27
Sales,BNM Business Solutions LLP,yes,Vashi,1.0,15000,2.0,No,2025-06-28
Partner Onboarding (Non-Technical Role),Inspacco,yes,Pune,0.0,10000,3.0,No,2025-06-27
Supply Chain & Logistics Operations,BearHugs,yes,"Faridabad,Delhi,Gurgaon,Noida",0.0,10000,3.0,No,2025-07-03
Brand Management,Black Cherie Media,yes,Pune,0.0,12000,3.0,No,2025-06-27
Business Development (Sales),Zell Education,yes,Mumbai,4.0,8000,3.0,No,2025-06-13
Digital Marketing,Trade Brains,yes,Bangalore,0.0,12000,3.0,No,2025-07-03
City CEO Head,IndiShreshtha Private Limited,yes,Mumbai,0.0,16000,2.0,No,2025-06-27
Corporate Relations,LineupX,yes,Mumbai,0.0,12000,6.0,No,2025-07-02
Social Media,StrideRX,yes,Delhi,0.0,15000,6.0,No,2025-07-02
Business Development (Sales),Mindspace Industries Private Limited,yes,Workfromhome,0.0,5000,6.0,No,2025-07-01
Digital Marketing,Webvoom Pvt.Ltd,yes,Lucknow,2.0,11000,6.0,No,2025-06-27
Human Resources (HR),Precision Metallurgy India Private Limited,yes,Ludhiana,0.0,10000,2.0,No,2025-06-13
Sales,BNM Business Solutions LLP,yes,Vadodara,1.0,15000,2.0,No,2025-06-13
Customer Service/Customer Support,Prisms,yes,Pune,0.0,12000,6.0,No,2025-06-27
Video Editing/Making,Pure Cosmeceuticals Private Limited,yes,Jaipur,0.0,12000,6.0,No,2025-07-02
Social Media Ads,Sid&co,yes,Jaipur,0.0,10000,6.0,No,2025-06-20
Videography,The Trading Fox,yes,Jaipur,2.0,10000,6.0,No,2025-06-20
Architecture,Yupland,yes,Delhi,0.0,13000,4.0,yes,2025-06-20
Cinematography,Brandshark,yes,Bangalore,0.0,10000,3.0,yes,2025-07-02
Social Impact,Pawzz,yes,Workfromhome,0.0,8000,3.0,No,2025-07-04
Graphic Design,The Trading Fox,yes,Jaipur,3.0,20000,6.0,No,2025-06-20
Graphic Design,Mr n Mrs Pet,yes,Jaipur,0.0,15000,6.0,yes,2025-07-02
Content Writing,Zero Dimensions,yes,Ahmedabad,0.0,8000,6.0,No,2025-06-20
Amazon Ads Executive,EMIAC,yes,Jaipur,0.0,7000,6.0,No,2025-06-20
Business Development (Sales),Tech Analogy,yes,Pune,6.0,25000,4.0,No,2025-06-27
Video Editor,MHLondon,yes,Noida,4.0,15000,3.0,No,2025-07-02
Business Development (Sales),Natturz Bio Kontrol Private Limited,yes,Mumbai,0.0,10000,2.0,No,2025-06-30
Human Resources (HR),CyberFrat,yes,Mumbai,0.0,7000,6.0,No,2025-06-27
Human Resources (HR),Boomerang,yes,Jaipur,0.0,11000,6.0,No,2025-07-03
Customer Success,Grexa AI Private Limited,yes,"NaviMumbai,Mumbai",0.0,15000,6.0,No,2025-06-27
Video Editing/Making,Gurucool,yes,Jaipur,3.0,10000,6.0,No,2025-07-03
Video Editor,Jainam Jivika Foundation,yes,Pune,0.0,15000,3.0,No,2025-07-02
Content Writing,EMIAC,yes,Jaipur,0.0,8000,4.0,No,2025-06-13
Social Media Marketing,Mr n Mrs Pet,yes,Jaipur,0.0,15000,6.0,No,2025-07-02
Product Curation And Sales Trainee,Avaesa,yes,Chennai,0.0,10000,6.0,yes,2025-07-03
Field Sales,SOLARTS,yes,Pune,0.0,14000,6.0,yes,2025-07-02
Operations And Sales Trainee,Avaesa,yes,Chennai,0.0,10000,3.0,No,2025-07-03
Vendor & Import Operations,STARTUP SQUAD PRIVATE LIMITED,yes,Gurgaon,0.0,15000,6.0,No,2025-07-02
Social Media Marketing,EMIAC,yes,Jaipur,0.0,7000,5.0,No,2025-06-20
Influencer Marketing -Tamil,Doveriye,yes,Hyderabad,0.0,15000,3.0,yes,2025-07-03
Sales and Marketing,Crafted By JOD,yes,Ahmedabad,0.0,7000,6.0,yes,2025-06-13
Influencer Marketing -Malayalam,Doveriye,yes,Hyderabad,0.0,15000,3.0,yes,2025-07-03
Social Media Marketing,Brandshark,yes,Bangalore,0.0,10000,3.0,No,2025-07-02
Customer Service/Customer Support,The Trading Fox,yes,Jaipur,3.0,15000,6.0,No,2025-06-20
Talent Acquisition,Sugary,yes,Mumbai,0.0,10000,6.0,No,2025-06-27
Business Development (Sales),DesignCurve Studio,yes,Thane,0.0,12000,3.0,No,2025-07-02
Digital Marketing Manager,Paudhewale.com,yes,Patna,0.0,8000,3.0,No,2025-06-13
Children’s Activity Planning & Facilitation,Sujosu Technology,yes,"Pune,Pimpri-Chinchwad",0.0,12000,6.0,No,2025-06-20
Talent Acquisition,Triumph System And Solutions Private Limited,yes,Mumbai,3.0,20000,6.0,No,2025-07-03
Law/Legal,Movi Ecoserve Private Limited,yes,Mumbai,0.0,7000,6.0,No,2025-06-20
Influencer Marketing -Bengali,Doveriye,yes,Hyderabad,0.0,15000,3.0,yes,2025-07-03
Company Secretary (CS),Bhat Joshi & Co. LLP,yes,Pune,0.0,12000,24.0,yes,2025-06-20
Digital Marketing,IBOg Enterprise,yes,Vadodara,0.0,12000,3.0,No,2025-06-20
Finance & Accounting,Gurucool,yes,Jaipur,0.0,10000,6.0,No,2025-07-03
Marketing & Campaign Assistant,STARTUP SQUAD PRIVATE LIMITED,yes,Gurgaon,0.0,15000,6.0,No,2025-07-02
Content Creation,The Trading Fox,yes,Jaipur,3.0,10000,6.0,No,2025-06-20
Business Development,Global Colliance Overseas Education Private Limited,yes,Delhi,3.0,8000,3.0,No,2025-07-01
Student Counsellor,Mathrix Coaching Classes,yes,Kolkata,0.0,6000,6.0,No,2025-06-29
Website & Branding,STARTUP SQUAD PRIVATE LIMITED,yes,Gurgaon,0.0,15000,6.0,No,2025-07-02
UI/UX Design,Mr n Mrs Pet,yes,Jaipur,0.0,15000,6.0,No,2025-07-02
CS Articleship,"Rachana Maru Furia & Associates, Company Secretaries",yes,Mumbai,0.0,15000,24.0,yes,2025-06-13
Customer Service/Customer Support,Paudhewale.com,yes,Patna,0.0,5000,3.0,No,2025-06-13
Digital Marketing,Regur Technology Solutions,yes,Ahmedabad,0.0,7000,6.0,No,2025-06-13
Graphic Design,Passion Pixies,yes,"Indore,Bhopal,Bangalore",0.0,15000,6.0,No,2025-07-03
AI Agent Development,Beaut Group,no,Bangalore,0.0,8000,3.0,yes,2025-07-04
Human Resources (HR),Vayuz Technologies,no,Noida,5.0,10000,6.0,yes,2025-07-04
Telecalling,MacMark Media,no,Workfromhome,0.0,5000,6.0,yes,2025-07-04
Community Management,Location Bank India Private Limited,no,Mumbai,0.0,5000,6.0,yes,2025-07-04
Content and Social Media Marketing,Sunrisestate Media Private Limited,no,Workfromhome,0.0,5000,6.0,yes,2025-07-04
Video Editing/Making,Dhanyukti Finvest,no,Workfromhome,0.0,1000,6.0,yes,2025-07-04
Business Research,Jishu Dutta,no,Workfromhome,0.0,3000,3.0,yes,2025-07-04
Marketing,Physics Wallah Private Limited,no,Noida,0.0,25000,2.0,yes,2025-07-04
Recruitment Consultant,PMS Consulting,no,Delhi,0.0,6000,3.0,yes,2025-07-04
Digital Marketing,Superkreatives,no,Workfromhome,0.0,6000,3.0,yes,2025-07-04
Content Development (English),BetterWay,no,Gurgaon,4.0,21100,3.0,yes,2025-07-04
Content Writing,DRAFT NOTIONS SERVICES PRIVATE LIMITED/TECH MUNSHI,no,Workfromhome,0.0,10000,6.0,yes,2025-07-04
Field Sales (Bangalore),Lumeth,no,Bangalore,2.4,5000,3.0,yes,2025-07-04
Social Media Marketing,Meraki Essentials,no,Delhi,0.0,10000,6.0,yes,2025-07-04
Sales Consultant,Nest Narratives Studio,no,Workfromhome,0.0,23000,3.0,yes,2025-07-04
Finance,Monrow Shoes,no,Bangalore,4.0,16000,3.0,yes,2025-07-04
Online Dermatology Tutor,Narigiri's Connect To Universe Private Limited,yes,Workfromhome,0.0,8000,6.0,yes,2025-07-04
Digital Marketing,Libstech,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Photography,Vital Fitness,no,Bangalore,0.0,5000,3.0,yes,2025-07-04
Video Editing/Making,SCALEBUCKS,no,Workfromhome,0.0,6000,6.0,yes,2025-07-04
Acting,Rohit Sharma,no,Delhi,0.0,4000,3.0,yes,2025-07-04
Remote Sensing,Satyukt Analytics Private Limited,no,Bangalore,0.0,15000,6.0,yes,2025-07-04
Sales and Marketing,Skeem,no,Workfromhome,0.0,15000,3.0,yes,2025-07-04
Recruitment,Khokhar Enterprise’s,no,Delhi,0.0,6000,3.0,yes,2025-07-04
Marketing,Flaunt Your Ink,no,Mumbai,0.0,15000,3.0,yes,2025-07-04
Animation,Gann Analyst,no,Delhi,0.0,6000,3.0,yes,2025-07-04
Digital Marketing,Bitstek Consulting,no,Hyderabad,3.6,10000,6.0,yes,2025-07-04
Apparel Merchandising,WUA ENTERPRISES PRIVATE LIMITED,no,Faridabad,0.0,12000,6.0,yes,2025-07-04
Digital Marketing,Niruja HealthTech,no,Workfromhome,0.0,5000,2.0,yes,2025-07-04
Digital Marketing,Orbus International,no,Delhi,0.0,5000,3.0,yes,2025-07-04
Graphic Design,Tanked India,no,"Delhi,Ghaziabad,GreaterNoida,Noida",0.0,5000,3.0,yes,2025-07-04
Graphic Design,Ultracures Technologies Private Limited,no,Workfromhome,0.0,7000,3.0,yes,2025-07-04
UI/UX Design,Prixaro,no,Workfromhome,0.0,7000,3.0,yes,2025-07-04
Digital Marketing,Creative Draft Co,no,Workfromhome,0.0,11000,6.0,yes,2025-07-04
Campus Ambassador,Triangleparcel Private Limited,no,Workfromhome,0.0,0,3.0,yes,2025-07-04
AI Software Development,"Absolute Intelligence, Inc.",yes,Workfromhome,1.0,20000,6.0,yes,2025-07-04
Marketing,Western Refrigeration Private Limited,no,Mumbai,0.0,10000,6.0,yes,2025-07-04
Research (Political Science),Beyul Private Limited,no,Workfromhome,0.0,1000,3.0,yes,2025-07-04
Law/Legal,Blacktip Legal,no,Delhi,0.0,0,2.0,yes,2025-07-04
Business Development (Sales),Silvamore,no,Mumbai,0.0,10000,6.0,yes,2025-07-04
Visual Design,Scoreazy Edutech Private Limited,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Content and Social Media Marketing,The Trek Adventure,no,Delhi,0.0,12000,5.0,yes,2025-07-04
Content and Social Media Marketing,MIAM Charitable Trust,no,Mumbai,0.0,10000,3.0,yes,2025-07-04
Digital Marketing,Knowledge Management & Library Consultants,no,Pune,0.0,10000,6.0,yes,2025-07-04
Research Assistant,Pawzz,yes,Workfromhome,0.0,10000,4.0,yes,2025-07-04
Media & Public Relations (PR),Delhi Fashion Club,no,Delhi,0.0,10000,3.0,yes,2025-07-04
Business Development (Sales),TheCryptoVines,no,Workfromhome,0.0,10000,3.0,yes,2025-07-04
Artificial Intelligence (AI),Data IQ Solutions Private Limited,no,Workfromhome,0.0,6000,2.0,yes,2025-07-04
Graphic Designer (Motion and StaticAI),Marketing Espy,no,Workfromhome,0.0,10000,3.0,yes,2025-07-04
Quality Assurance Tester – Voice AI & Web,Weya AI,no,Noida,0.0,5000,6.0,yes,2025-07-04
Administration,Cipla,no,Mumbai,0.0,15000,6.0,yes,2025-07-04
Graphic Designer (Static and MotionAI),Marketing Espy,no,Workfromhome,0.0,9500,6.0,yes,2025-07-04
Social Media Marketing,Ridhima Sethi Salon And Makeup Studio,no,Delhi,0.0,8000,3.0,yes,2025-07-04
Marketing,Symconverge,no,Ahmedabad,0.0,7000,3.0,yes,2025-07-04
Node.js Development,Repro India Limited (Bookscape),no,"GreaterNoida,Noida",0.0,15000,3.0,yes,2025-07-04
Videography,Studio Obscura,no,Delhi,0.0,6000,2.0,yes,2025-07-04
Law/Legal,M A GANI ASSOCIATES,no,NaviMumbai,0.0,3000,6.0,yes,2025-07-04
Social Media Marketing,Jaikrit Marketing And Branding Solutions LLP,no,"Mumbai,MiraBhayandar",3.0,7000,6.0,yes,2025-07-04
Social Media Marketing,KriDaanC,no,Workfromhome,0.0,2000,2.0,yes,2025-07-04
Graphic Design,Birthday Bash Kanpur,no,Workfromhome,0.0,4000,6.0,yes,2025-07-04
Social Media Marketing Manager,Festivefeel,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Lead Generation,Visionpack,no,Mumbai,0.0,10000,6.0,yes,2025-07-04
Sales And Marketing Content,Kamya Global,no,Delhi,0.0,7500,3.0,yes,2025-07-04
Talent Acquisition,Shilputsi Consultants,no,Mumbai,0.0,25000,6.0,yes,2025-07-04
Social Media Marketing,Dietboite,no,Bangalore,0.0,10000,3.0,yes,2025-07-04
Artificial Intelligence (AI),CAS Learning & Tech,no,Workfromhome,0.0,6000,2.0,yes,2025-07-04
Software Development Engineering (Web),SimplifiedMinds,no,Bangalore,0.0,6000,3.0,yes,2025-07-04
Video Editing/Making,Adnation360,no,Workfromhome,0.0,10000,6.0,yes,2025-07-04
Junior Designer,Narendra Tiwari,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Law/Legal,Ourlegalpartners,no,Delhi,0.0,2000,2.0,yes,2025-07-04
Social Media Designer,Design Talk,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Video Editing/Making,Early Edge Club,no,Workfromhome,0.0,2500,4.0,yes,2025-07-04
Recruiter,Saarthee Technology,no,Gurgaon,0.0,15000,2.0,yes,2025-07-04
Graphic Design,The Minimalist,no,Mumbai,0.0,10000,3.0,yes,2025-07-04
Graphic Design,Woro Media,no,Workfromhome,0.0,3000,2.0,yes,2025-07-04
Marketing,Route To Smile Healthcare Private Limited,no,Mumbai,6.0,15000,3.0,yes,2025-07-04
Site Engineering - Interior Design,Starkey Infratech Private Limited,no,Lucknow,0.0,12000,3.0,yes,2025-07-04
Business Research,Visioapps Technology Private Limited,no,Gurgaon,0.0,10001,2.0,yes,2025-07-04
Sales and Marketing Manager,AEGISTECH INNOVATIONS (OPC) PRIVATE LIMITED,no,Workfromhome,0.0,5001,3.0,yes,2025-07-04
Human Resources (HR),APEX Acreages Private Limited,no,Gurgaon,0.0,10000,2.0,yes,2025-07-04
Talent Acquisition,Acko General Insurance,no,Bangalore,5.5,20000,3.0,yes,2025-07-04
Content and Social Media Marketing,Knowhow Projects,no,Vadodara,2.4,10000,6.0,yes,2025-07-04
Video Editor Movie Recap YouTube Channel,Abhishek  Jha,no,Workfromhome,0.0,10000,3.0,yes,2025-07-04
Social Media Marketing,Digiplustech,no,Noida,0.0,10000,3.0,yes,2025-07-04
Market Research,Envecon Global Solutions Private Limited,no,Mumbai,3.0,10000,6.0,yes,2025-07-04
Social Media Marketing,ENSETT,no,Workfromhome,0.0,4000,2.0,No,2025-07-04
Marketing,Richfield Ventures,no,Workfromhome,0.0,15000,6.0,yes,2025-07-04
Travel Operations And Data Entry,Yuyiii Stays And Travels Private Limited,no,Bangalore,0.0,10000,6.0,yes,2025-07-04
Catalog Management Apprenticeship,AmberStudent,no,Pune,0.0,14000,6.0,yes,2025-07-04
Female Sales And Marketing Manager,PC Media House,no,Workfromhome,6.0,10000,6.0,yes,2025-07-04
Flutter Development,Digipioneer,no,Workfromhome,0.0,2000,3.0,yes,2025-07-04
Business Development (Sales) Manager,BreakInterview,no,Workfromhome,0.0,2000,2.0,yes,2025-07-04
Content Writing,Red Eye Marketing Solutions Private Limited,no,Workfromhome,0.0,5000,3.0,No,2025-07-04
Social Media Marketing,Papaji's Kitchen,no,Workfromhome,0.0,17000,3.0,No,2025-07-04
Human Resources (HR),Maxsell,no,Chennai,0.0,2500,3.0,yes,2025-07-04
Digital Marketing,Eduminatti,yes,Lucknow,0.0,2100,2.0,yes,2025-07-04
Telecalling,Foonix,no,Workfromhome,0.0,15000,6.0,No,2025-07-04
Supervisor,Golden Homez,no,Kalyan,0.0,5000,6.0,yes,2025-07-04
Digital Marketing And Sales For Engineering Services,Blitz India Engineering,no,Pune,0.0,20000,3.0,yes,2025-07-04
Video Editing/Making,Abhishek Sinngh,yes,Workfromhome,0.0,12000,3.0,No,2025-07-04
Sales Development Representative,AI Certs,yes,Workfromhome,0.0,20000,2.0,No,2025-07-04
Human Resource,Budding Mariners,yes,Workfromhome,0.0,2000,4.0,yes,2025-07-04
Content and Social Media Marketing,REDA,no,Workfromhome,0.0,14000,6.0,yes,2025-07-04
Graphic Design,Internet Minds,no,Kolkata,0.0,5000,3.0,yes,2025-07-04
Social Media Marketing,Mindenious Edutech,yes,"Chennai,Coimbatore,Guntur,Kurnool,Madurai,Tirupati,Visakhapatnam,Mumbai,Kanchipuram,Jaipur,Kakinada,Salem,Vellore,Vishakhapatnam,Maharashtra",0.0,15000,2.0,yes,2025-07-04
Software Development Engineering (Web),NCA IT Solutions,yes,Noida,0.0,5000,2.0,yes,2025-07-04
Business Development (Sales),WebAziz,no,Workfromhome,4.0,15000,3.0,No,2025-07-04
Sales and Marketing,Spark N Pass Next Gen Private Limited,no,Workfromhome,0.0,10000,3.0,yes,2025-07-04
Content Writing,Kshitiksha Foundation,yes,Workfromhome,0.0,0,3.0,yes,2025-07-04
Digital Marketing,Power Platform Software Solutions,no,Pune,0.0,6000,6.0,yes,2025-07-04
Privacy Content & Community,Intelation,no,Vadodara,0.0,6000,6.0,yes,2025-07-04
Human Resources (HR),Quest 4 Crest,no,Delhi,5.0,15000,6.0,yes,2025-07-04
Business Development (Sales),ModScale,no,Bangalore,0.0,12000,3.0,yes,2025-07-04
Business Development (Sales),ServiceHive,no,Workfromhome,6.0,18000,6.0,No,2025-07-04
Digital Marketing,Anmol Industries Limited,no,"GreaterNoida,Noida",0.0,10000,3.0,yes,2025-07-04
Business Development (Sales),Logixi Technologies,no,Pimpri-Chinchwad,2.5,10000,6.0,yes,2025-07-04
Customer Service/Customer Support,FlexiFunnels,no,Workfromhome,0.0,7000,4.0,No,2025-07-04
Accounts,Shrishti Interiors And Architects,no,Patna,0.0,15000,2.0,yes,2025-07-04
Business Development (Sales),ICarry,no,Workfromhome,0.0,8000,6.0,yes,2025-07-04
Field Sales,Stanza Living,no,Pune,0.0,10000,2.0,yes,2025-07-04
ReactJS Development,StackIOT Technologies Private Limited,no,Gurgaon,0.0,15001,6.0,No,2025-07-04
Psychology,Tripta Foundation,no,NalaSopara,2.0,5000,6.0,yes,2025-07-04
Recruitment,Nibodhah,no,Ahmedabad,0.0,8000,2.0,yes,2025-07-04
Digital Marketing,Staypocket Private Limited,no,Noida,0.0,10000,3.0,yes,2025-07-04
Music Marketing,Madverse,no,Delhi,0.0,20000,3.0,yes,2025-07-04
Digital Marketing,Baweja Media,yes,Workfromhome,0.0,10000,6.0,No,2025-07-04
Python Development,Repro India Limited (Bookscape),no,Noida,0.0,15000,3.0,No,2025-07-04
Sales and Marketing,Ramada Encore By Wyndham Gurugram Dwarka Expressway,no,Gurgaon,0.0,7000,6.0,yes,2025-07-04
Marketing,Dr. Solanki Eye Hospital,no,Bangalore,0.0,22000,2.0,yes,2025-07-04
Corporate Sales,Travifai,no,Workfromhome,3.0,15000,3.0,yes,2025-07-04
Female Sales Staff In Mall,WatchOut Wearables,no,Mumbai,2.0,10000,6.0,yes,2025-07-04
Data Analyst,Maxgen Technologies Private Limited,yes,Pune,0.0,12000,3.0,No,2025-07-04
Junior Content Marketer,IMX Media,no,Workfromhome,0.0,8000,6.0,yes,2025-07-04
Graphic Design,Webiizy Solutions,no,Workfromhome,0.0,5000,3.0,No,2025-07-04
Teaching,Jain Tutorials,no,Mumbai,0.0,6000,2.0,yes,2025-07-04
Travel & Tourism,LEELA INTERNATIONAL TOURS AND TRAVELS,no,Kolkata,0.0,17000,3.0,yes,2025-07-04
Graphic Designer,Omeducom Solutions Private Limited,no,Jaipur,0.0,6000,6.0,yes,2025-07-04
Product Marketing,Mindenious Edutech,yes,"Chennai,Coimbatore,Delhi,Pune,Tirupati,Kanchipuram,Jaipur,Salem,Nagpur,CoimbatoreSouth,Vellore,Bangalore,Villupuram,Tiruchi,Tirchy",0.0,10000,4.0,yes,2025-07-04
Online Operations Manager,AD Globe,no,Workfromhome,0.0,10000,3.0,No,2025-07-04
Marketing,Elythra Edufyi Tech Solutions,yes,Workfromhome,6.0,20000,3.0,No,2025-07-04
Digital Marketing,Aone Outsourcing Solutions Pvt Ltd,no,Ghaziabad,0.0,8002,6.0,yes,2025-07-04
Search Engine Optimization (SEO),Rightcliq Concepts Pvt Ltd,no,Workfromhome,0.0,15000,6.0,No,2025-07-04
Digital Marketing Manager,Scaling Wolves,no,Kolkata,0.0,10000,3.0,yes,2025-07-04
Graphic Design,Equilateral Advisory LLP,no,Workfromhome,0.0,10000,6.0,No,2025-07-04
Administration,VAY EXIM LLP,no,Workfromhome,2.6,7000,3.0,No,2025-07-04
Business Development (Sales),Vocman India Private Limited,no,Delhi,0.0,15000,6.0,yes,2025-07-04
Business Development (Sales),Skillolite,no,Workfromhome,0.0,5500,3.0,yes,2025-07-04
Marketing,Westcon Comstor,no,Mumbai,0.0,20000,6.0,yes,2025-07-04
Business Development (Sales),Urban Company,no,Mumbai,0.0,25000,6.0,yes,2025-07-04
Fundraising,SAHAJ SAMAGAM FOUNDATION KHANDWA,no,"Indore,Mumbai,Indianapolis(UnitedStates),Delhi",0.0,12000,3.0,yes,2025-07-04
Content and Social Media Marketing,Nextdotventures LLP,no,Workfromhome,0.0,3000,3.0,yes,2025-07-04
Business Development (Sales),Prime Infoserv Private Limited,no,Workfromhome,0.0,5000,3.0,yes,2025-07-04
Business Strategy,Square Panda,no,Mumbai,0.0,10000,3.0,yes,2025-07-04
Founders Office,FarmtoCups,no,Workfromhome,0.0,8000,3.0,yes,2025-07-04
Digital Fundraising Manager,Yash Consultant,no,Workfromhome,2.5,15000,3.0,yes,2025-07-04
Mobile App Development,Apurva Software Solutions,no,Workfromhome,0.0,2001,3.0,yes,2025-07-04
Blog Writing,InAmigos Foundation,yes,Workfromhome,0.0,3000,3.0,No,2025-07-04
Visual Design,InAmigos Foundation,yes,Workfromhome,0.0,4500,3.0,yes,2025-07-04
Sales Development Manager,Acelucid Technologies,no,Dehradun,0.0,15000,6.0,yes,2025-07-04
Brand Strategist,Transglobal Odyssey Pvt. Ltd.,no,Delhi,0.0,5000,3.0,yes,2025-07-04
Graphic Designer,ModezTech,no,Workfromhome,0.0,8000,6.0,No,2025-07-04
International Business Development Manager,YesVini Technologies,no,Delhi,3.0,12000,6.0,yes,2025-07-04
Digital Awareness – Unlimited AI Stock - PixAIbay,I Educate Myself Daily Foundation,yes,Workfromhome,0.0,10000,3.0,No,2025-07-04
UI/UX Design,Siva Prakash B,no,Workfromhome,0.0,2500,3.0,No,2025-07-04
Food Technician,Metagro Private Limited,no,Hyderabad,0.0,15000,6.0,yes,2025-07-04
Market Research,Flora Peach,no,Delhi,0.0,7000,3.0,yes,2025-07-04
Social Media Marketing And Admin Intern,Queen Temple Skincare Products / Deeva Essentials,no,Delhi,3.0,10000,6.0,yes,2025-07-04
Process Coordinator (Female),Happy Living,no,Bangalore,0.0,15000,6.0,yes,2025-07-04
Office Assistant,Space Teckh Foods LLP,no,Mumbai,0.0,7000,6.0,yes,2025-07-04
Business Development (Sales) Manager,PropEdge Realty,no,Pune,1.0,10000,3.0,yes,2025-07-04
Marketing,Mindenious Edutech,yes,Workfromhome,0.0,8000,2.0,No,2025-07-04
Digital Marketing,Helios Tech,no,"Chandigarh,Mohali,SahibzadaAjitSinghNagar,Punjab,HimachalPradesh",0.0,15000,6.0,yes,2025-07-04
Telesales Executive,ChemSource Marketing,no,"Thane,Mumbai,NaviMumbai",0.0,8000,6.0,yes,2025-07-04
Human Resources (HR),WE HIRE INDIA,no,Faridabad,0.0,25000,6.0,yes,2025-07-04
Graphic Design,Valuewaves,no,Workfromhome,0.0,1500,6.0,No,2025-07-04
Market Research,Mindenious Edutech,yes,Workfromhome,0.0,15000,2.0,yes,2025-07-04
Content and Social Media Marketing,Mindenious Edutech,yes,Workfromhome,6.0,12500,2.0,No,2025-07-04
